"Airport.Code","Airport.Name","Time.Label","Time.Month","Time.Month Name","TimeYear","Statistics.# of Delays.Carrier","Statistics.# of Delays.Late Aircraft","Statistics.# of Delays.National Aviation System","Statistics.# of Delays.Security","Statistics.# of Delays.Weather","Statistics.Carriers.Names","Statistics.Carriers.Total","Statistics.Flights.Cancelled","Statistics.Flights.Delayed","Statistics.Flights.Diverted","Statistics.Flights.On Time","Statistics.Flights.Total","Statistics.Minutes Delayed.Carrier","Statistics.Minutes Delayed.Late Aircraft","Statistics.Minutes Delayed.National Aviation System","Statistics.Minutes Delayed.Security","Statistics.Minutes Delayed.Total","Statistics.Minutes Delayed.Weather"
"SEA","Seattle, WA: Seattle/Tacoma International","2014/04","4","April","2014","348","438","333","2","14","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","20","1137","7","7274","8438","18750","23794","10313","145","53709","707"
"SFO","San Francisco, CA: San Francisco International","2014/04","4","April","2014","599","999","1251","3","55","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","202","2908","15","10609","13734","38020","63647","70258","69","174688","2694"
"SLC","Salt Lake City, UT: Salt Lake City International","2014/04","4","April","2014","332","453","218","1","18","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","39","1022","8","7659","8728","19044","24736","7260","15","52265","1210"
"TPA","Tampa, FL: Tampa International","2014/04","4","April","2014","363","401","399","1","21","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","16","1185","4","4677","5882","19017","22310","13794","78","56713","1514"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2014/05","5","May","2014","1323","2052","1624","7","130","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","172","5135","26","26466","31799","111962","124918","62921","378","309830","9651"
"BOS","Boston, MA: Logan International","2014/05","5","May","2014","542","654","633","3","68","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","141","1899","7","7487","9534","29760","47155","33275","190","115764","5384"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2014/05","5","May","2014","570","874","382","6","73","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","66","1905","18","6095","8084","27853","48920","19251","139","102809","6646"
"CLT","Charlotte, NC: Charlotte Douglas International","2014/05","5","May","2014","499","462","557","3","41","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","139","1561","44","7882","9626","28868","31089","22063","329","85869","3520"
"DCA","Washington, DC: Ronald Reagan Washington National","2014/05","5","May","2014","326","389","418","4","37","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","138","1173","8","4759","6078","17895","25161","22002","203","68171","2910"
"DEN","Denver, CO: Denver International","2014/05","5","May","2014","1009","1644","1423","1","146","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","412","4224","131","14230","18997","63075","105341","70846","48","254326","15016"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2014/05","5","May","2014","991","1650","1187","7","222","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","11","756","4056","175","18631","23618","83361","108014","75589","267","299393","32162"
"DTW","Detroit, MI: Detroit Metro Wayne County","2014/05","5","May","2014","422","552","420","2","42","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","125","1438","32","7683","9278","28893","36567","22441","27","92064","4136"
"EWR","Newark, NJ: Newark Liberty International","2014/05","5","May","2014","409","671","1589","1","66","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","515","2733","25","5773","9046","30217","54203","137715","112","229009","6762"
"FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International","2014/05","5","May","2014","336","392","280","2","15","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","52","1031","22","4125","5230","18073","26060","11077","128","56575","1233"
"IAD","Washington, DC: Washington Dulles International","2014/05","5","May","2014","292","483","277","2","22","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Virgin America,Southwest Airlines Co.","8","180","1076","17","3832","5105","18789","40493","15383","79","76136","1392"
"IAH","Houston, TX: George Bush Intercontinental/Houston","2014/05","5","May","2014","772","1304","1036","0","106","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","9","477","3215","103","11536","15331","56001","94435","56397","0","217365","10532"
"JFK","New York, NY: John F. Kennedy International","2014/05","5","May","2014","467","526","977","4","53","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America","9","154","2029","61","6233","8477","32105","35045","55459","106","126412","3697"
"LAS","Las Vegas, NV: McCarran International","2014/05","5","May","2014","718","1241","447","0","43","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","75","2448","11","9575","12109","34637","66559","15262","29","119334","2847"
"LAX","Los Angeles, CA: Los Angeles International","2014/05","5","May","2014","985","1617","1199","6","111","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","201","3921","15","15280","19417","53762","96407","42806","281","201099","7843"
"LGA","New York, NY: LaGuardia","2014/05","5","May","2014","449","557","1453","1","94","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","10","350","2552","58","6110","9070","32742","39451","94814","37","174763","7719"
"MCO","Orlando, FL: Orlando International","2014/05","5","May","2014","631","705","606","6","36","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","94","1981","27","7491","9593","33938","45434","22430","286","105489","3401"
"MDW","Chicago, IL: Chicago Midway International","2014/05","5","May","2014","555","876","391","4","79","Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,Southwest Airlines Co.","6","109","1905","98","5544","7656","26026","52180","21855","176","109247","9010"
"MIA","Miami, FL: Miami International","2014/05","5","May","2014","323","409","356","1","35","American Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.","7","66","1127","51","5884","7128","21840","28474","14545","189","67784","2736"
"MSP","Minneapolis, MN: Minneapolis-St Paul International","2014/05","5","May","2014","414","489","392","4","49","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","79","1347","16","7401","8843","29076","32140","16050","94","82276","4916"
"ORD","Chicago, IL: Chicago O'Hare International","2014/05","5","May","2014","1161","2483","3327","8","159","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","10","1188","7137","235","16074","24634","86696","171124","181691","265","463309","23533"
"PDX","Portland, OR: Portland International","2014/05","5","May","2014","263","355","176","1","16","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","31","812","5","3978","4826","14025","20961","6127","18","42446","1315"
"PHL","Philadelphia, PA: Philadelphia International","2014/05","5","May","2014","365","328","517","2","53","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","58","1266","18","5081","6423","20192","23001","27731","136","74583","3523"
"PHX","Phoenix, AZ: Phoenix Sky Harbor International","2014/05","5","May","2014","738","1058","499","4","51","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","109","2346","9","11302","13766","39264","58797","17328","123","119926","4414"
"SAN","San Diego, CA: San Diego International","2014/05","5","May","2014","452","667","202","1","22","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","73","1342","3","5032","6450","20050","35302","8208","80","65506","1866"
"SEA","Seattle, WA: Seattle/Tacoma International","2014/05","5","May","2014","432","509","382","4","27","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","29","1354","5","7820","9208","23140","31656","12749","274","69948","2129"
"SFO","San Francisco, CA: San Francisco International","2014/05","5","May","2014","682","1153","1777","5","87","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","12","227","3704","18","10215","14164","42414","71648","84873","149","204974","5890"
"SLC","Salt Lake City, UT: Salt Lake City International","2014/05","5","May","2014","331","490","184","0","26","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","55","1034","4","7711","8804","22589","26265","6954","9","58251","2434"
"TPA","Tampa, FL: Tampa International","2014/05","5","May","2014","377","430","330","1","31","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","37","1168","53","4347","5605","20047","27285","13414","17","63563","2800"
"ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International","2014/06","6","June","2014","1379","2524","2085","7","231","American Airlines Inc.,Alaska Airlines Inc.,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","160","6226","138","24421","30945","107958","161527","92698","199","381488","19106"
"BOS","Boston, MA: Logan International","2014/06","6","June","2014","601","820","755","5","99","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","11","141","2279","6","7236","9662","35722","52688","35880","230","131825","7305"
"BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall","2014/06","6","June","2014","536","871","409","1","107","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,AirTran Airways Corporation,Envoy Air,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","78","1924","30","5962","7994","28507","56511","25081","29","120237","10109"
"CLT","Charlotte, NC: Charlotte Douglas International","2014/06","6","June","2014","497","514","596","5","71","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","9","104","1684","15","7120","8923","28154","30404","24174","238","87202","4232"
"DCA","Washington, DC: Ronald Reagan Washington National","2014/06","6","June","2014","337","445","537","4","59","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","13","126","1379","25","4300","5830","17920","30064","30460","231","83300","4625"
"DEN","Denver, CO: Denver International","2014/06","6","June","2014","1147","2053","1459","3","148","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","12","232","4810","158","14508","19708","72451","136944","71404","75","292769","11895"
"DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International","2014/06","6","June","2014","1278","3103","1970","7","365","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America","11","628","6723","117","16304","23772","114656","228585","93677","315","472047","34814"
"DTW","Detroit, MI: Detroit Metro Wayne County","2014/06","6","June","2014","452","704","389","3","74","American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Envoy Air,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.","11","125","1619","6","7411","9161","30725","47294","19483","48","105243","7693"
"EWR","Newark, NJ: Newark Liberty International","2014/06","6","June","2014","516","1001","1348","1","82","American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,ExpressJet Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Virgin America,Southwest Airlines Co.","10","357","2950","26","6383","9716","37412","72091","85690","67","202356","7096"
